노래제목,가수,가사,대표 감정
너에게 전하는 아홉가지 바램,KCM,두눈에 숨어있던 눈물이 너를 가리려고 날 흘러내려 작아지는 너를 보고 싶은데 이런 내 맘 묻지도 않고 한없이 할 말이 많아서 밤새도록 써내려간 종이에 아쉬움이 남긴 흔적들만 잘해주지 못한 기억들만 모두 널 위한 얘기로 채워져갈뿐 내가 바라는 첫번째 이별때문에 아프지 않길 내가 네게 바라는 두번째 눈이 붓도록 울지 않길 내가 바라는 세번째 길을 걷다 내 생각에 슬퍼지면 사랑해서 행복했던 널 생각하며 걷길 그 어떤 향기보다 더 진한 그리움이 나를 취하게 해서 추억은 시간을 멈춰놓고 내 안에 너를 가둬두고 쌓여가는 바램만 만들어 가고 내가 바라는 네번째 슬픈일에도 씩씩해지길 울지말길 내가 바라는 다섯번째는 환한 미소잃지 말기를 여섯번째 내 바램은 미치도록 보고 싶어 힘든 내 맘 세상 모두 안다 해도 너만은 모르길 너무 보고 싶지만 너무 사랑하지만 널 위해 참아보자고 내 맘을 달래지만 워 일곱번째 내 바램은 가끔씩 내게 전화해주길 여덟번째 내가 바라는건 그리울땐 달려와주길 마지막 아홉번째는 참아봐도 내가 자꾸 생각나서 너 아니면 안된다고 안된다고 내게 말해 주길 너에게 전하는 내 바램들,슬픔
Smile Again,KCM,자꾸 떠올리면 자꾸 꺼내면 혹시 추억마저 닳을까 참아야겠지 아껴둬야겠지 니가 준 귀한 선물 매일 덜어내도 매일 비워도 자고나면 차는 그리움 게으른 내가 우는 일에는 왜 부지런한 건지 보고 싶겠지만 또 눈물 짓겠지만 내가 믿고 있는 한가지 꼭 그만큼 내가 흘린 눈물만큼 넌 행복할 거라고 내가 살아오며 가장 잘한게 너를 사랑했던 거라면 아마 그보다 더욱 잘한 일은 널 보낸 것 같아 보고 싶겠지만 또 눈물 짓겠지만 내가 믿고 있는 한가지 꼭 그만큼 내가 흘린 눈물만큼 넌 행복할 거라고 안되지만 죽을 만큼 싫지만 그게 너를 위한 길이면 난 아파도 가슴속이 메어와도 널 웃으며 보낼게 단 한번 나의 그 웃음을 위해 얼마만큼 많은 눈물 흘리는지 넌 모를 거야 힘에 겹겠지만 늘 비틀대겠지만 나를 살게 해준 한가지 널 대신해 내 외로움 함께해줄 추억이 남았는 걸 짧았지만 이별로 끝났지만 그것만으로도 감사해 너 때문에 내 보잘것 없던 삶이 눈부시게 빛난 걸-,기쁨
사랑은...하나다,테이,마음을 틀어 막아도 눈물이 샌다 그 눈물만큼씩 그 사람 내 가슴에 찬다 어제까진 슬픔의 말이었던 눈물이 이제는 그립다는 말 대신해 흘러도 저 하늘 밖에 모른다 사랑했던 날 그 사람 목소리 같아서 발소리 같아서 맨발로 달려나가다 놀라서 뒤돌아보다 나 속이는 나 때문에 또 아파도 시간아 먼저 떠나라 조금 난 늦을것 같다 이 곳에 더 멈춰서 난 기다릴테다 목숨이 하나듯 사는동안 내겐 그 사람은 사랑은 하나다 미동조차도 않는다 추억은 항상 머리로 다 잊어도 가슴은 못잊어 자석의 같은 극처럼 다가올 추억까지도 서둘러 또 밀치고 말테니까 시간아 먼저 떠나라 조금 난 늦을 것 같아 이곳에 더 멈춰서 난 기다릴테다 목숨이 하나 듯 사는동안 내겐 그 사람뿐 이런 내가 나도 지겨워 진저리나서 가끔은 그 사람을 애꿎게 원망도했다 허나 슬프게 미안하게도 조금씩 난 사랑을 나눠쓰는 법을 모르니 사랑아 그냥 있어라 그래야 숨쉴 것 같아 꽃이 피지 않아도 향기가 없어도 괜찮다 괜찮다 아픈채 살아도 행복하다 이대로 너무 늦은 인사겠지만 고맙다 내게로 와줘서,슬픔
체념 後(후),빅마마,이젠 너없는 익숙함으로 모든걸다 너없는 처음그자리로 지울수 없었던 마지막 내 한마디도 이젠 조금씩 잊혀져가고 있어 아주 오래된 친구인 것처럼 마주쳐도 애써 웃어보였지만 뒤돌아서면 난 왠지 모를 아픔에 그언젠가부턴가 기도했었어 아직아니라고 아직아니라고 다잊었다고 생각했던 내가 바보라고 다른사람이라 생각하고싶어서 못본척 그냥 지나쳐도 나를 이해해줘 라고 말야 아주 오래된 친구인 것처럼 웃으면서 너와 얘기할때마다 숨길수 없었던 이기적인 나의 욕심에 그언제부턴가 기도했었어 아직아니라고 아직아니라고 다잊었다고 생각했던 내가 바보라고 다른사람이라 생각하고 싶어서 못본 척그냥 지나쳐도 나를 이해해줘 라고 말야 안타까운 마음에 내게 잘해주지는 마 또다른 기대들로 널 힘들게 할지몰라 돌이킬수 없다면 니맘이 정그렇다면 이대로 영원히 너를 묻어둘께 약속할께 난 널 잊을꺼라고 내모든걸 건다해도 너를 지운다고 이거하나만 부디 이해해줄래 너란 사람 있었단것만 나 기억하게 허락해줘 -,중립
귀로,나얼,화려한 불빛으로 그 뒷모습만 보이며 안녕이란 말도없이 사라진 그대 쉽게 흘려진 눈물 눈가에 가득히 고여 거리는 온통 투명한 유리알속 그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기 남아있겠지만 비바람이 부는 길가에 홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요 그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기남아 있겠지만 비바람이 부는 길가에홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요 사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요,슬픔
내 눈물이 하는 말,견우 (Kyunwoo),내 머리는 나빠서 너밖에 모르고 세상 사람 모두 다 너로 보이고 내 가슴은 좁아서 너 밖엔 못 살고 귀에 닿는 목소린 다 넌줄 아는데 그립다고 힘들다고 사랑한다고 매일 밤 내 안에 터질 듯 슬픈 그 말은 나를 헤매이게 해 이렇게 너만 원하게 해 너를 사랑한단 말 숨쉴때마다 늘었어 오늘도 그 만큼 버리고 또 버려도 내가 하지 못한 말 가슴에 너무 많아서 내 숨이 멈출까봐 눈물이 나를 대신해서 흘러 내 걸음은 느려서 널 찾지 못하고 네가 떠난 그 자리만 돌고 도는데 그립다고 힘들다고 사랑한다고 매일 밤 내 안에 터질 듯 슬픈 그 말은 나를 헤매이게 해 이렇게 너만 원하게 해 너를 사랑한단 말 숨쉴때마다 늘었어 오늘도 그 만큼 버리고 또 버려도 내가 하지 못한말 가슴에 너무 많아서 내 숨이 멈출까봐 눈물이 나를 대신해서 흘러 간절한 내 맘을 넌 듣지못하고 내가 아닌 누구를 사랑하고 있을까 너를 사랑한단 말 숨쉴때마다 깊어져 온몸에 물들어 너를 안고사는 나 너만 사랑했다고 죽어도 못 잊겠다고 오늘도 내 눈물이 못 다한 말을 대신해서 흘러 -,슬픔
Fly (Feat. Amin. J of Soulciety),에픽하이 (EPIK HIGH),E P I K FLY 힘들죠 힘들죠 오늘도 잔인한 세상은 너를 비웃고 거울앞에서도 기죽고 또 홀로 술잔을 비우고 don't know where to go 단 한번의 실수로 모든것을 잃고 고개를 숙일땐 손을 모아 날개를 피고 You Can Fly 눈을 뜨며 맞는 아침 똑같은 방향뿐인 삶의 나침반 만만한 세상에 쉽게 무릎꿇고 쉴새 없이 신세 타 타타타령만 나아 아아아 아련한 옛 꿈을 쫓던 가련한 두팔로 화려한 날개를 피고 You Can Fly Higher 저 하늘위에 새들보다 You Can Fly Higher 단 하나뿐인 그대와 나 Fly my baby 세상이 뭐라고 말해도 Fly Fly Get'em up high 누가 뭐래도 가라고 go go Fly my baby 사랑이 널두고 떠나도 Fly Fly Get'em up high Fly 그대가 가진것은 없어도 You Can Fly 사랑이 차갑게 널 버려도 You Can Fly 아픈가슴에 숨이 멎어도 You Can Fly You got to fly sky high 눈을 뜨고 바라봐도 빛은 없고 꿈을 꾸며 살아가도 길은 멀고 내 뜻대로 가도 숨을 몰아 쉬었고 진실을 말해도 돌아섰죠 아직도 찾는것을 못 찾았고 아무도 너를 사랑하지 못한다고 낙오감에 빠져도 Never die 날개를 피고 Let's go everybody Fly You Can Fly 누가 뭐래도 higher 나는 절대로 저 하늘위에 새들보다 내 꿈을 포기못해 You Can Fly 누가 뭐래도 Higher 나는 절대로 단 하나뿐인 그대와 나 내 꿈을 포기못해 Fly my baby 세상이 뭐라고 말해도 Fly Fly Get'em up high 누가 뭐래도 가라고 go go Fly my baby 사랑이 널두고 떠나도 Fly Fly Get'em up high 괜한 한숨에 지워지는 단 한번의 꿈 몇 만번의 시도위에 갈라서는 문 눈을 뜨며 살아감에 보여 희망의 연기가 모두 털어 날려버려 비관의 먼지 다 역시 나도 때론 괜한 겁이나 천천히 가 왜 꿈을 쉽게 버리나 때론 낮게 나는 새도 멀리봐 어두운 밤일수록 밝은 별은 더 빛나 Fly 세상이 뭐라고 말해도 Fly 사랑이 널두고 떠나도 E P I K 세상이 세상이 뭐라고 말해도 Fly Fly Get'em up High Fly 사랑이 사랑이 널두고 떠나도 Fly Fly Get'em up High E P I K,분노
사랑인걸,모세,하루가 가는 소릴 들어 너없는 세상속에 달이 저물고 해가뜨는 서러움 한날도 한시도 못살것 같더니 그저 이렇게 그리워하며 살아 어디서부터 잊어갈까 오늘도 기억속에 네가 찾아와 하루종일 떠들어 네말투 네표정 너무 분명해서 마치 지금도 내곁에 네가 사는 것 만 같아 사랑인걸 사랑인걸 지워봐도 사랑인걸 아무리 비워내도 내안에는 너만살아 너하나만 너하나만 기억하고 원하는걸 보고픈 너의 사진을 꺼내어 보다 잠들어 어디서부터 잊어갈까 오늘도 기억속에 네가 찾아와 하루종일 떠들어 네말투 네표정 너무 분명해서 마치 지금도 내곁에 네가 사는 것 만 같아 사랑인걸 사랑인걸 지워봐도 사랑인걸 아무리 비워내도 내안에는 너만 살아 너하나만 너하나만 기억하고 원하는걸 보고픈 너의 사진을 꺼내어 보다 잠들어 잠결에 흐르던 눈물이 곧 말라가듯 조금씩 흐려지겠지 손내밀면 닿을 듯 아직은 눈에 선한 네얼굴 사랑해 사랑해 잊으면 안돼 너만보고 너만알고 너만위해 살았던 날 마음둘 곳을 몰라 하루가 일년같아 아무것도 아무일도 아무말도 못하는 나 그래도 사랑을 믿어 그래도 사랑을 믿어 오늘도 사랑을 믿어,중립
사랑스러워,김종국,워워 머리부터 발끝까지 다 사랑스러워 워워 니가 나의 여자라는게 자랑스러워 기다림이 즐겁고 이젠 공기마저 달콤해 이렇게 너를 사랑해 세상이 힘들어도 널 보면 마음에 바람이 통해 이런 게 사는 거지 이런 게 행복이지 이제야 느끼게 됐어 나는 온종일 우울해도 널 보면 머리에 햇빛이 들어 이렇게 놀라운게 사랑이지 기다린 보람이 있어 지난번 사랑처럼 울까봐 한참을 망설였지만 보채지 않고 나를 기다려준 너 편안하게 스며들어와 워워 머리부터 발끝까지 다 사랑스러워 워워 니가 나의 여자라는게 자랑스러워 무뚝뚝하던 내가 종일 싱글벙글 웃잖아 대체 내게 무슨 짓을 한거야 워워 그림자와 뒷 모습까지 사랑스러워 워워 부끄러운 애정표현도 자연스러워 기다림이 즐겁고 이젠 공기마저 달콤해 이렇게 너를 사랑해 널 행복하게 해주기 위해 내가 날 아끼게 됐어 내 모습 내가 봐도 이제 조금은 괜찮은 놈이 된 것 같아 워워 머리부터 발끝까지 다 사랑스러워 워워 니가 나의 여자라는 게 자랑스러워 무뚝뚝하던 내가 종일 싱글벙글 웃잖아 대체 내게 무슨 짓을 한 거야 워워 그림자와 뒷 모습까지 사랑스러워 워워 부끄러운 애정표현도 자연스러워 기다림이 즐겁고 이젠 공기마저 달콤해 이렇게 너를 사랑해 워워 나나 나나 나나나 나나 나나 나나나 워워 나나 나나 나나나 나나 나나 나나나 사람들이 모두들 부러워서 견딜 수 없게 그렇게 우리 사랑해 우 한가지만 약속해 세상 끝날 때까지 나에게만 사랑스럽기,기쁨
나에게로 떠나는 여행,버즈,저 푸른바다 끝까지 말을 달리면 소금같은 별이 떠있고 사막엔 낙타만이 가는길 무수한 사랑 길이 되어 열어줄거야 낡은 하모니카 손에 익은 기타 your melody 나는 떠날래 어린왕자 your melody 찾아 떠날래 Far away U're my sunshine we were together 나는 사랑보다 좋은 추억 알게될거야 텀블러 한잔에 널 털어 넘기고 이젠 나를 좀더 사랑할거야 저 끓어 넘친 태양은 부글거리고 오랜 꿈은 삐걱거리고 쿨럭인 자동차를 타고서 꿈의 날개로 구름속을 산책할거야 낡은 하모니카 손에 익은 기타 your melody 나는 떠날래 어린왕자 your melody 찾아 떠날래 Far away U're my sunshine we were together 나는 사랑보다 좋은 추억 알게될거야 For my life Find my life 찾아 누릴 천국에 지지 않을 너를 안게 될거야 Far away U're my sunshine we were together 나는 사랑보다 좋은 추억 알게될거야 For my life Find my life 찾아 누릴 천국에 지지 않을 너를 안게 될거야,중립
"별, 바람, 햇살 그리고 사랑",김종국,눈이 부시도록 투명한 아침 싱그러운 햇살속에 잠든 너의 숨결위로 묻어나는 행복 별이되어 바람이 되어 추억에 잠기면 어느 새 잠에서 깨어 날 부르며 웃는 너 baby never say goodbye 단 한사람 너만 있어주면돼 이세상 무엇도 널 대신 할순없어 baby don't you never cry 아름다워 네가 있는 이 세상 사랑하기에 나는 행복하니까 내몸 가득 배인 너의 향기와 입술 가득 고인 미소 여기 이 모든 행복이 정말 내 것인지 사라질까 잃어버릴까 두려운 마음에 살며시 너를 안고서 저 하늘에 기도해 baby never say goodbye 단 한 사람 너만 있어주면돼 이세상 무엇도 널 대신 할순없어 baby don't you never cry 아름다워 네가 있는 이세상 사랑하기에 나는 행복하니까 구름속의 연인들처럼 늘 함께있어도 이렇게 안고 있어도 더 그리워지는 너 baby never say goodbye 단 한사람 너만 있어주면돼 이세상 무엇도 널 대신 할 순 없어 baby don't you never cry 아름다워 네가 있는 이세상 사랑하기에 나는 행복하니까 영원히 지금 이대로 워우워 너만을 사랑하겠어 워우워,기쁨
