노래제목,가수,가사,대표 감정
또 다시 사랑,임창정,아픔이 좀 더 작아질까 의미 없는 만남을 하다가 어느 날 그대가 흘린 눈물 왠지 나와 같다 느껴서 이렇게 그대를 지키는가 봐요 행복하고 싶었던 그대를 몰랐던 누군갈 또 알아가면서 분명 행복할 걸 알겠지만 내가 그대를 만났다는 건 어쩌면 흘러가는 흔한 인연이란 것 일지 모르지만 오늘도 다시 또 다시 사랑해요 사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까 어느 날 그대가 숨긴 눈물 왠지 나와 같다 느껴서 이렇게 그대를 지키는 가 봐요 행복하고 싶었던 그대를 몰랐던 누군갈 또 알아가는 게 혹시 두렵기도 하겠지만 내가 그대를 만났다는 건 어쩌면 흘러가는 흔한 인연이란 것일지 모르지만 오늘도 다시 또 다시 사랑해요 사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까 절대 우리 작은 다툼조차 하지 마요 이별 후엔 서운함만 가슴속에 남으니 사소한 그 표현이 그 말들이 언제나 나에겐 참 고마울 거예요 내가 그대를 만났다는 건 어쩌면 흘러가는 흔한 인연이란 것 일지 모르지만 오늘도 다시 또 다시 사랑해요 사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까 사랑 언제나 이번이 마지막이라며,기쁨
레옹,"이유 갓지(GOD G) 않은 이유 (박명수, 아이유)",레레 레레레옹 레레레 레레레옹 레레레옹 레레 레레레 레레 눈에 띄게 흰 피부에 입술은 피빨강 꼿꼿하게 핀 허리에 새침한 똑단발 못된 걸음으로 또 어디를 가나 누굴 찾는 것 같아 이 외로운 마틸다 티키타 리듬에 맞춰 스핀 기타 리프 테마는 스팅의 Shape Of My Heart 난 나잇값을 떼먹은 남자 Call Me 레옹 Call Me 레옹 Call Me 레옹 Call Me Call Call Call Call Call Call Me 시끄러운 사람들 틈에 왜 당신은 조금도 춤을 추지 않나요 나 그대가 궁금해 알 수 없는 표정에 까만 선글라스 Mon Cher Look At Me 춤추고 싶지 않아 Mon Cher Look At Me 이유는 캐묻지 마라 Hey Baby Look At Me 슬픈 눈을 들키고 싶지 않아 더는 다가오지 마라 깜빡 왜 그렇게 무뚝뚝하나요 상냥하게 좀 해줄래요 ma 레옹 나도 어디서 꿀리진 않아 내 Choice는 틀리지 않아 I'm 마 마틸다 I'm 마 마 마틸다 I'm 마 마틸다 I'm 마 I'm I'm 마 I'm 마 잔잔히 잠들은 내 맘에 왜 돌을 던져 날 춤추고 싶게 만들어 흔들리는 눈빛을 감추어주오 나의 까만 선글라스 Ma chere What You Need 나처럼 춤을 춰요 Ma chere What You Need 아 튕기지 좀 마요 Hey Baby What You Need 그래 앞에 나를 봐요 자 이제 춤을 춰요 깜빡 Un Deux Trois Quatre 레레 레레레 레레 레 레레옹 레레 레레레 레레 레 레레옹 Mon Cher Look At Me 춤추고 싶지 않아 Mon Cher Look At Me 이유는 캐묻지 말아 Hey Baby Look At Me 슬픈 눈을 들키고 싶지 않아 더는 다가오지 말아 깜빡 Ma chere What You Need 나처럼 춤을 춰요 Ma chere What You Need 아 튕기지 좀 마요 Hey Baby What You Need 그래 앞에 나를 봐요 자 이제 춤을 춰요 춰요 깜빡,두려움
SHAKE IT,씨스타,너만을 유혹하는 춤 우우우 우우우우 심장에 매력 발산 중 우우우 우우우우 손끝만 스쳐도 막 쿵쿵쿵쿵 Oh 내 맘이 흔들려 Shake it shake it for me Shake it shake it for me 나나나 나나나 나나나 Hey 나나나 나나나 나나나 짜릿한 이 느낌 날 춤을 추게 해 지금 이 순간 Shake it Bae bae baby Love me love me love me now 흔들리는 내 맘 모르겠니 So let's dance Just shake it let's dance 좀 더 핫하게 완전 와일드하게 Make it louder 우우우 더 크게 make it louder 우우우 날 자꾸 흔들어 흔들어 놀라게 흔들어 Shake it oh shake it 밤새 나와 Shake it baby 아주 fun하고 smart하게 흔들흔들어 온몸이 찌릿찌릿 우리 둘이 흔들흔들어 심하게 통하니 여기 불났으니 When I Move 움직여 자리 잡았으니 Shake it shake it for me Shake it shake it for me 나나나 나나나 나나나 Hey 나나나 나나나 나나나 짜릿한 이 느낌 날 춤을 추게 해 지금 이 순간 Shake it Bae bae baby Love me love me love me now 흔들리는 내 맘 모르겠니 So let's dance Just shake it let's dance 좀 더 핫하게 완전 와일드하게 Make it louder 우우우 더 크게 make it louder 우우우 날 자꾸 흔들어 흔들어 놀라게 흔들어 Shake it oh shake it 밤새 나와 Shake it baby Shake it oh shake it Shake it up shake it for me Shake it oh shake it Shake it up shake it for me Shake it oh shake it Shake it up shake it for me Shake it oh shake it Shake it up shake it for me Shake it for me my baby Shake it for me my baby 그렇게 모두 모여 dance Just shake it let's dance 좀 더 핫하게 완전 와일드하게 Make it louder 우우우 더 크게 make it louder 우우우 날 자꾸 흔들어 흔들어 놀라게 흔들어 Shake it oh shake it 밤새 나와 Shake it baby,두려움
와리가리,혁오 (HYUKOH),그런 슬픈 말을 하지 마요 아마 그럴 줄은 알았는데 이젠 좀 잔잔하다 했었는데 뒤도 돌아보지 않아 그런 마음을 낮추지 마요 저기 다가온다 기대했는데 또 한 편 언젠가는 떠나갈걸 이젠 슬쩍 봐도 알아 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time 다 쓴 야광별을 떼어냈죠 옅은 빛을 살피고 있으면 내일이 그리 기다려졌는데 이젠 그렇지도 않아 어렸을 때 몰래 훔쳐봤던 아빠의 수첩 같은 일기장엔 오늘의 걱정이 적혀있던 게 이제야 생각나네 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time 익숙하니 또 무뎌지네요 흘러간 장면이 펼쳐지네요 다시 그 순간을 마주한대도 그땐 또 지금 같진 않겠지 And we play comes and goes cause we did this when we were child before and we play comes and goes cause big boys still play the game all the time Familiarity is a common sense I feel like I’m not here anymore 그냥 다들 안고선 살고 있더라고 다들 그렇게들 떠나나요 이미 저 너머 멀리에 가있네 여기에는 아무도 안 올 테니 그냥 집으로 돌아갈래,슬픔
위아래,EXID,위 아래 위 위 아래 위 아래 위 위 아래 위 아래 위 위 아래 UP 위 아래 위 위 아래 위 아래 위 위 아래 위 아래 위 위 아래 DOWN 난 몰라 순진한 척 하는 네 동공 날 네 맘대로 들었다가는 놓고 then i feel loco oh oh 날 미치게 만들어 강제탑승한 roller co coaster su such a monster HEY BABY BOY 빙글 빙글 빙글 돌리지 말고 넌 HEY BABY BOY 아슬 아슬하게 스치지 말고 넌 그만 좀 건드려 건드려 애매하게 건드려 넌 위 아래 위 위 아래 자꾸 위 아래로 흔들리는 나 Why don't u know don't u know don't u know 확실하게 내게 맘을 보여줘 Why don't u know don't u know don't u know yeah ey 위 아래 위 위 아래 위 아래 위 위 아래 위 아래 위 위 아래 UP UP DOWN DOWN 네 말투 네 표정들 날 헷갈리게 하면서 넌 흘리지 또 흘리지 흔들흔들흔들흔들 없는 척 모르는 척 들었다 놨다 하면서 넌 부리지 끼 부리지 흔들흔들흔들흔들 HEY BABY BOY 빙글 빙글 빙글 돌리지 말고 넌 HEY BABY BOY 아슬 아슬하게 스치지 말고 넌 그만 좀 건드려 건드려 애매하게 건드려 넌 위 아래 위 위 아래 자꾸 위 아래로 흔들리는 나 Why don't u know don't u know don't u know 확실하게 내게 맘을 보여줘 Why don't u know don't u know don't u know yeah ey Just do what you wanna do what you wanna 약올리지 말고 내게 확신을 줘넌 쓸데없는 말은 불필요해 필요해 장난아닌 진심 날 선택의 기로에 서게하지마 날 눈물 젖게 하지마 위 아래 위 위 아래 위 아래 위 위 아래 자꾸 위 아래로 흔들리는 나 Why don't u know don't u know don't u know 확실하게 내게 맘을 보여줘 Why don't u know don't u know don't u know yeah ey 위 아래 위 위 아래 위 아래 위 위 아래 위 아래 위 위 아래 UP 위 아래 위 위 아래 위 아래 위 위 아래 위 아래 위 위 아래,두려움
심쿵해 (Heart Attack),AOA,A ye Brave sound And it goes a little something like this 완전 반해 반해 버렸어요 부드러운 목소리에 반해 반해 버렸어요 난 떨려 AOA Let's Go 내가 미쳤나 봐 왜 또 이러지 내 마음 열여덟 소녀 마냥 막 쿵쿵대 숨길 수 없나 봐 난 매일 이러지 눈이라도 마주치면 귀까지 확 빨개져 이해 못해 네가 걔를 못 봐서 그래 딱 첫눈에 확 반해 버린다는 말에 그 마음 이해 가더라 나도 좀 알겠더라 널 처음 본 그 순간 완전 반해 반해 버렸어요 넓은 어깨 날렵한 눈매에 부드러운 목소리에 반해 반해 버렸어요 너의 얇고 긴 손가락만 봐도 난 떨려 어머나 자꾸만 심쿵해 널 보면 볼수록 가슴이 쿵쿵대 나도 모르겠어 심쿵해 나 어쩌면 좋아 자꾸만 네 품에 꼭 안기고 싶어 baby 어쩌다 눈이라도 마주치면 난 심쿵 거려 너의 작은 관심이라도 받을까 아등바등 거려 너는 대체 걔가 뭐가 그리 좋아 라고 묻는 친구들에게 말해 야 모르면 말을 말어 이해 못해 네가 걔를 못 봐서 그래 딱 첫눈에 확 반해 버린다는 말에 그 마음 이해 가더라 나도 좀 알겠더라 널 처음 본 그 순간 완전 반해 반해 버렸어요 넓은 어깨 날렵한 눈매에 부드러운 목소리에 반해 반해 버렸어요 너의 얇고 긴 손가락만 봐도 난 떨려 어머나 자꾸만 심쿵해 널 보면 볼수록 가슴이 쿵쿵대 나도 모르겠어 심쿵해 나 어쩌면 좋아 자꾸만 네 품에 꼭 안기고 싶어 baby 오 나의 왕자님 어디를 보나요 바로 여기 내가 있는데요 너무나 멋진 그대 난 그대 하나면 돼 난 그대 없이 못 살아요 완전 반해 반해 버렸어요 부드러운 목소리에 반해 반해 버렸어요 난 떨려 어머나 자꾸만 심쿵해 Everybody say What AOA 쿵쿵대 And it goes a little something like this 심쿵해 한번 더 say What AOA 네 품에 꼭 안기고 싶어 baby,두려움
겁 (Feat. 태양),MINO (송민호),뒤돌아 봤을 때 생각보다 멀리 와있었어 난 혼자였고 문득 겁이 났지 내가 날 봤을 때 지쳐있단 사실을 몰랐었어 난 외로웠고 문득 겁이 났지 넌 잘하고 있어 헷갈릴 때면 여태 그랬던 것처럼 그냥 Go 너답게 해 너는 너를 알아 연습했잖아 한 수 천 번은 말야 좌절 한 두 번 이젠 시시해 원래 기회라는 건 인생의 위기에 넌 알잖아 다시 일어나는 법 천국여행 간다며 어서 싸 캐리어 멈추지 마라 아직 할 일 많아 뒷바라지하는 부모님의 사진봐 넌 동생들의 거울이자 가족들의 별 네가 잠을 줄여야만 그들이 편하게 숙면 야 이 병신아 티 좀 내지마 마음 단단히 먹어 알아 외롭지만 견뎌내야 돼 눈물 흘리냐 사내새끼가 뚝 그치고 다시 들어 책임감 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 입버릇처럼 말했어 언제나 나는 나를 믿어 상대는 없다며 But enemy was in my mirror 계속된 싸움에 이성을 잃었었나봐 내가 나를 죽였어 엄마도 내 눈치를 봐 대중의 관심을 받는 게 eh CCTV 속에 사는 게 eh 한곳만 죽어라 팠는데 그게 내 무덤이 될 수도 있다는 게 무서웠어 아버지 날 보고 있다면 정답을 알려줘 어른이 되기엔 난 어리고 여려 아직도 방법을 모르고 부딪히는 짓만 하기엔 너무 아프다는 걸 이제 알았어 너무 늦었나봐 무식하게 채찍질만 하기엔 아물지 않은 상처가 너무 많아 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 자꾸 겁이 나 난 모든 게 감사해 내 종교를 떠나서 6년 전부터 이 꼬맹이를 이용하려 했던 악덕 대표님들 조차 날 구원해준 지금의 회사도 이 무대를 내어준 수많은 참가자도 남자의 삶을 알려준 하늘에 계신 큰아빠도 가족 내 어깨들과 형제 같은 멤버들도 딱 오늘까지만 위로를 받고 내일부턴 겁쟁이가 아닌 성숙해진 나로 eh 아무것도 보기 싫었을 때 억지로 눈을 부릅뜬 건 그냥 겁나서 덜컥 겁이 나서 그래 eh o 아무 말도 하기 싫었을 때 일부러 목소릴 높인 건 There is no other reason 겁이 나 난 겁이 나 Can you see me now Anybody save me from this fear oh Can you hear me now woah woo,두려움
19금 Puss (Prod.by 라이머),"지민, 아이언",,중립
다른 남자 말고 너,미쓰에이,다른 남자 말고 너 다른 남자 말고 너너너너 너 장난해 장난해 하는데 나는 절대로 장난이 아닌데 뭔말이 뭔말이 필요해 봐봐 온몸이 설명해 Baby 남자 친구들 많아 난 그렇다고 사랑 하지 못하나 남잘 모르는 여잔 별로거든 But baby baby oh oh 숨이 콱콱 막히잖아 날 이렇게 만든 건 너였잖아 아무 말도 할 수가 없어 이런 기분 처음인걸 다른 여자완 달라 뻔한 사랑은 싫어 내가 더 많이 좋아해도 상관없어 너만 있으면 돼 다른 남자완 달라 이제 그만 받아줘 You'll be my baby baby baby 너 다른 남자 말고 너 너 다른 남자 말고 너 다른 남자 말고 너너너너 너 가슴이 가슴이 뛰는데 다른 누구도 이렇겐 못했는데 뭔 말이 뭔 말이 필요해 자 봐봐 만져봐 내 심장이 Baby 아는 오빠들 많아 난 그렇다고 절대 쉽지는 않아 남잘 모르는 여잔 별로거든 But baby baby oh oh 숨이 콱콱 막히잖아 날 이렇게 만든 건 너였잖아 아무 말도 할 수가 없어 이런 기분 처음인걸 다른 여자완 달라 뻔한 사랑은 싫어 내가 더 많이 좋아해도 상관없어 너만 있으면 돼 다른 남자완 달라 이제 그만 받아줘 You'll be my baby baby baby 너 다른 남자 말고 너 아무도 안 어울려 지금 니 옆엔 노랜 끝나가고 있는데 넌 아무 말이 없어 Baby 다른 여자완 달라 뻔한 사랑은 싫어 내가 더 많이 좋아해도 상관없어 너만 있으면 돼 다른 남자완 달라 이제 그만 받아줘 You'll be my baby baby baby 너 다른 남자 말고 너 너 다른 남자 말고 너 다른 남자 말고 너너너너 너,중립
두사랑 (Feat. 매드클라운),다비치,미쳤다고 하겠지 내 지금 사랑이 어떤 건지 듣는 사람들은 사랑이란 반드시 한 사람과 하는 거라면서 나를 욕하겠지 하지만 난 한 사람을 가볍게 사랑하지 않아 이해 못하겠지 두 사람을 미친 듯이 온 마음 다 바쳐서 사랑해 나도 내 맘을 모르겠어 내 두사랑은 한 사랑보다 깊어 난 두 사람 중 한 사람도 곁에서 보낼 수 없는데 이러면 안 되는데 누구에게도 털어 놓을 수 없어 없어 정말이야 나 두 사람을 사랑해 목숨 바쳐 나 두 사람을 사랑하면 안 되는걸 너무 잘 알면서 너무 잘 알면서 둘 중 누구도 보낼 수가 없어 없어 정말이야 이해할 수 있어 처음 봤을 땐 그냥 지나치는 사람쯤 두 번짼 풍선처럼 네 맘에서 점점 커지고 그러다 너도 모르는 사이 어느새 이젠 한 가슴에 살게 된 전혀 다른 두사랑 익숙함과 새로움 둘 사이 둘 다 상처주기 싫어 꽤나 힘들었겠어 괜찮아 맘 가는 대로 해 그 맘이 진심이라면 넌 좀 더 이기적이어도 돼 내 두사랑은 한 사랑보다 깊어 난 두 사람 중 한 사람도 곁에서 보낼 수 없는데 이러면 안 되는데 누구에게도 털어 놓을 수 없어 없어 정말이야 나 두 사람을 사랑해 목숨 바쳐 나 두 사람을 사랑하면 안 되는걸 너무 잘 알면서 너무 잘 알면서 둘 중 누구도 보낼 수가 없어 없어 정말이야 스스로가 밉고 이해할 수 없어도 사람 마음이란 게 가끔씩 그럴 수 있지 나쁜 건 나쁜 쪽이 되기 싫은 너의 맘 상처주지 않는 법 따위 없다고 애매하고 못된 헷갈리고 서툰 그런 맘이라 생각되면 잠시 두면 돼 괜찮아 맘 가는 대로 해 그 맘이 진심이라면 넌 좀 더 이기적이어도 돼 이 두 사람은 너무 날 사랑해서 난 두 사람 중 한 사람도 아프게 할 수가 없는데 이러면 안 되는데 누구에게도 털어 놓을 수 없어 없어 정말이야 나는 사랑이 아닌 사랑들을 해요 이걸 어쩌지 이걸 어쩌지 어쩌면 좋지 어떡하죠 그 어떤 사랑보다 정말 깊은 걸요 대체 누가 날 대체 누가 날 이해해줄지,슬픔
마음,아이유,툭 웃음이 터지면 그건 너 쿵 내려앉으면은 그건 너 축 머금고 있다면 그건 너 둥 울림이 생긴다면 그건 너 그대를 보며 나는 더운 숨을 쉬어요 아픈 기분이 드는 건 그 때문이겠죠 나를 알아주지 않으셔도 돼요 찾아오지 않으셔도 다만 꺼지지 않는 작은 불빛이 여기 반짝 살아있어요 영영 살아있어요 눈을 떼지 못 해 하루종일 눈이 시려요 슬픈 기분이 드는 건 그 때문이겠죠 제게 대답하지 않으셔도 돼요 달래주지 않으셔도 다만 꺼지지 않는 작은 불빛이 여기 반짝 살아있어요 세상 모든 게 죽고 새로 태어나 다시 늙어갈 때에도 감히 이 마음만은 주름도 없이 여기 반짝 살아있어요 영영 살아있어요 영영 살아있어요,슬픔
CALL ME BABY,EXO,CALL ME BABY Call me baby 이 거리는 완전 난리야 Call me baby 사람들 사이는 남이야 Call me baby 함께하는 매 순간이 Like BOOM BOOM BOOM BOOM BOOM What up Hey Girl 영원 같던 찰나 운명 같은 순간 나를 한 순간 뚫고가 번개처럼 이 세계를 넌 내 이름 불러주며 나에게로 다가와 놀라워 섬광처럼 가득 차 너를 마주한 순간 oh my 편하게 여기 앉아 이제 내 얘기를 들어봐 Oh I don't care 나 멀리멀리 돌아간대도 이렇게 너의 곁에 단 한 남자가 되어줄 테니 메마른 내 입술에 너 스며들어와 나를 깨워 The time's wasting girl So don't wait don't wait too long 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl 나를 나로 존재하게 해 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl Baby girl 욕심들 속에 날 선 그 어떤 말도 넘어설 그런 믿음을 보여준 너 모두 변해 날 떠나간대도 너는 나만의 lady 내 손을 잡아주는 그거면 돼 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 어둔 미로 속에 갇혔던 Oh 나 그 어둠 속에서 날 깨워준 네 목소리 들려와 날 다시 태어나게 해 Yeah E X O Listen Say my name Louder 혼란스러운 공간 속 날 이끌어줄 빛이 되고 놓치지 않아준 너라면 What up 널 안고 변치 않을게 널 안고 나를 떠나버린 사람들과 마주해 Never don't mind about a thing 내 가슴속 그 거대한 공백에 널 더해 흔들리는 세상 속에서 Whoo Babe 빛이 돼준 오직 한 사람 바로 너 Girl you're the one I want You're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby I'll be your baby yeah You know my name girl Ho 나를 나로 존재하게 해 You know I'm here girl 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl,두려움
Me You (Feat. 백예린 Of 15&),San E (산이),Oh boy I'm kinda new to this 어떻게 말해야 되지 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you I sing this song like I don't need no girlfriend 왜냐면 드디어 만났거든 Girlfriend 이 노랠 듣고 꺼져 Ex girlfriends Don't call me 그녀가 불안해하잖아 What you want from me 이유는 간단해 Cause she got something for me 너와는 달라 달라 달라 말 못했지만 넌 돈 쓰길 바라고 그녀는 마음 쓰기 바래 Yeah I said it whoop 비교해서 미안 그녀 함께하다 너와 놀면 하품이 나 Yawning So what Sso what 날 위해 그녈 위해 너는 Block block block Oh boy I'm kinda new to this 어떻게 말해야 되지 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you I rap this song like I don't need no girlfriend 왜냐면 지금 옆에 있는 Soul friend 친구도 되 연인도 되니 Oh well 그녀 남자로서 한 마디 해줄게 Ex boyfriends Just don't call her 이제 그녀는 내가 있으니 밤에 전화하지 마 뭐 하냐 묻지 마 괜히 걸어봐라 뿌르르르 어 어 엄한 소리 들을라 니 Lip service 느끼해하지 Mayo 그녀 내 말투엔 빨개져 You gotta ketchup Mr 껄떡 전엔 신사답게 끝냈지만 딱 잘라 말할게 얄짤없어 I You Boy I'm kinda new to this 어떻게 말해야 될까 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you Oonce again Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you and me and you and me and you and me and you and me and,중립
그 남잔 말야,엠씨더맥스 (M.C the MAX),바람 부는 이런 날엔 넌 어디서 뭘 하는지 오늘 따라 오늘 따라 궁금해 너무 쉽게 잊혀 지면 흩날리는 저 꽃잎처럼 그 거리에 널 부르며 서 있어 미치도록 널 사랑한 남자가 있었어 그 남잔 말야 아직도 네 추억에 살아 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 맘이 혼자 걷는 밤거리가 이렇게나 쓸쓸한지 이별 후에 이별 후에 배웠어 미치도록 널 사랑한 남자가 있었어 그 남잔 말야 아직도 네 추억에 살아 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 사랑아 바람 부는 이런 날에 그리운 사람 너야 미치도록 널 사랑한 남잘 넌 잊었니 그 남잔 말야 아직도 너 오길 기다려 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 사랑아,슬픔
목소리,노을,너무 보고 싶어서 가만히 너를 떠올려 보기도 했어 기억 속 네가 흐려진 만큼 잊혀진 거라 믿었어 지워질 거라고 하지만 지날수록 너의 그 모습보다 아련한 향기보다 그리워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 사랑한다는 말이 익숙해질 즈음 그 때 우린 헤어졌어 한동안 너의 따스히 건네던 그 말을 잊은 채 너와 다시 만나고 너를 안고 싶었던 지난 날의 내가 참 미워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 그렇게 떠나가던 날 끝없이 나를 소리쳐 부르던 그 날의 널 잊을 수 없어 너의 목소리로 가득한 그 거리도 단 한 번만 그 때처럼 다시 한 번만 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 사랑했던 네 목소리,슬픔
음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 내 앞을 지나갔어 눈빛이 마주쳤어 스타일이 좋아 느낌이 좋아 다를 게 없는 오늘 너 땜에 달아오른 오늘이 좋아 음오아예 첫 번째 플랜 감탄사 그 동안에 찾아 헤멘 남자 음오아 예스 맞는 옷처럼 잘 어울리는 너야 부드럽게 이런 말 어떤 것 같아 음 두 번째 플랜 먼저 당기기 오오 동공 떨리는 초침 스탠바이 큐 아 시간되면 차 한잔 할래요 예스 이런 건 어떤 것 같아 oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 본능을 따르겠어 날 감추지 않겠어 오늘은 달라 먼저 다가가 걸음은 도도하게 말투는 애교 있게 날 보는 눈빛 음오아예 help me 시간 좀 되나요 나 좀 도와줘요 그 쪽 때문에 오감이 제멋대로예요 그 쪽이 예고 없이 날리는 미소에 음 콜린퍼스도 울고 갈 당신의 매너에 오 여자라 해도 믿을만한 피부 아예 넌 존재자체 감탄사 절로 나네 음오아예 나도 모르게 달아오르네 홀릭 oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 목소리도 oh yes 눈웃음도 oh yes 네 모든 게 머리부터 발끝까지 다 oh yes 지금 널 보면 난 oh yes 단 둘이서 oh yes 드루루 드루루 드루루 oh yes 뜨거워지는 이 분위기 너와 나의 거리 우리 사이로 한 여자가 걸어 와 때마침 그의 여자친구인 건지 아님 친군 건지 다가와 언니 이 여자 누구예요 여자였어 OH MY GOD oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 목소리도 oh yes 눈웃음도 oh yes Oh 너의 모든 게 머리부터 발끝까지 다 oh yes,중립
사월의 눈,허각,어느새 그 차가웠던 긴 겨울에 하얀 눈도 스르륵 봄바람에 다 녹아내려요 다시 또 누군가를 사랑할 수 있으려나요 눈부신 따스한 봄날엔 그토록 욕해대고 할퀴어대던 두 사람이 나였는지 그녀였는지 조차 잊어버린 듯 그 겨울 그 겨울이 그때 우리가 참 그리워 미운데 미운데 그리워 큰맘 먹고 살짝 열어본 내 창가에 눈부신 봄날 햇살 아래로 차디찬 눈이 내려요 작은 내 방에 내 텅 빈 가슴에 그 아팠던 상처가 또 다시 덧나려는 듯 이른 봄날에 눈이 내려요 주르륵 흘러내린 내 눈물마저도 차네요 내게도 봄날이 올까요 누군갈 또 다시 사랑하고 싶어서 미친 듯 거리를 걸어봐도 차디찬 눈이 내려요 내 두 눈가에 이 못난 가슴에 그 아팠던 상처가 또 다시 덧나려는 듯 이른 봄날에 눈이 내려요 하얗게 추억들이 내려요 주르륵 흘러내린 내 눈물마저 차가운데 내게도 봄날이 올까요 따스한 봄날이 올까요,슬픔
